Dado,Label,Predição,Avaliação,Label_Cod,Predicao_Cod,Precisao,Recall,F-Measure
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
40,correto,P-incorreto,FP,1,0,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
41,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
42,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
43,correto,P-correto,VP,1,1,0.4991304347826087,0.9965277777777778,0.6651216685979142
